PLAYER_NAME,Anatomical sub-areas,TEAM_ABBREVIATION (groups),Average of recovery_time, Sum of team_losses ,Count of SEASON_ID, Avg Cost per Season , Average of salaries INF ,Avg Cost per Seasons
Tim Hardaway Jr.,Rest,ATL,4," $55,233.30 ",1," $55,233.30 "," $2,430,264.30 "," $55,233.30 "
Melvin Ely,Shoulder area,LAC,1," $55,230.80 ",1," $55,230.80 "," $2,264,462.60 "," $55,230.80 "
Jeryl Sasser,Neck,ORL,5," $55,227.60 ",1," $55,227.60 "," $1,638,418.00 "," $55,227.60 "
Jacque Vaughn,Ankle area,ATL,12," $55,183.30 ",1," $55,183.30 "," $1,131,256.70 "," $55,183.30 "
David West,Knee area,GSW,2," $55,136.00 ",1," $55,136.00 "," $2,839,506.00 "," $55,136.00 "
Al Harrington,Ankle area,IND,7," $55,121.70 ",1," $55,121.70 "," $1,185,117.00 "," $55,121.70 "
Ryan Bowen,Hip area,DEN,1," $55,119.20 ",1," $55,119.20 "," $2,259,887.00 "," $55,119.20 "
Jermaine O'Neal,Calf area,PHX,5," $55,084.80 ",1," $55,084.80 "," $1,505,652.10 "," $55,084.80 "
Raul Neto,Abdominal area,WAS,2," $55,003.80 ",1," $55,003.80 "," $2,117,647.00 "," $55,003.80 "
John Jenkins,Cranial area,ATL,15," $219,960.70 ",2," $109,980.30 "," $1,351,409.10 "," $54,990.15 "
Derrick Favors,Ankle area,UTA,2," $1,155,410.20 ",4," $288,852.60 "," $10,000,853.50 "," $72,213.15 "
Tyrus Thomas,Unclassified,CHI,2," $219,872.80 ",2," $109,936.40 "," $4,894,634.30 "," $54,968.20 "
Dion Glover,Ankle area,ATL,2," $54,942.70 ",1," $54,942.70 "," $2,252,651.00 "," $54,942.70 "
Semih Erden,Unclassified,BOS,7," $54,917.80 ",1," $54,917.80 "," $555,280.20 "," $54,917.80 "
Kyle Weaver,Unclassified,OKC & SEA,12," $219,267.80 ",2," $109,633.90 "," $957,770.10 "," $54,816.95 "
DeShawn Stevenson,Unclassified,UTA,2," $54,801.10 ",1," $54,801.10 "," $2,246,843.30 "," $54,801.10 "
Tony Battie,Unclassified,PHI,4," $54,668.10 ",1," $54,668.10 "," $1,585,373.60 "," $54,668.10 "
Popeye Jones,Elbow area,WAS,3," $54,667.80 ",1," $54,667.80 "," $2,241,379.00 "," $54,667.80 "
Popeye Jones,Knee area,GSW,3," $54,667.80 ",1," $54,667.80 "," $2,241,379.00 "," $54,667.80 "
Rafer Alston,Thoracolumbar area,MIL,11," $54,667.80 ",1," $54,667.80 "," $1,120,690.00 "," $54,667.80 "
Caris LeVert,Knee area,BKN & NJN,11," $218,631.70 ",2," $109,315.90 "," $2,000,312.50 "," $54,657.95 "
Tony Wroten,Thoracolumbar area,PHI,6," $54,640.50 ",1," $54,640.50 "," $1,493,506.00 "," $54,640.50 "
Bones Hyland,"Hand, Thumb & Fingers area",DEN,1," $54,578.50 ",1," $54,578.50 "," $2,783,505.00 "," $54,578.50 "
Pascal Siakam,Thoracolumbar area,TOR,3," $54,557.80 ",1," $54,557.80 "," $2,891,566.00 "," $54,557.80 "
Sterling Brown,Unclassified,MIL,7," $54,503.70 ",1," $54,503.70 "," $1,507,937.00 "," $54,503.70 "
Paul Zipser,Thoracolumbar area,CHI,13," $54,468.20 ",1," $54,468.20 "," $798,866.70 "," $54,468.20 "
Kevin Huerter,Ankle area,ATL,5," $217,796.90 ",2," $108,898.40 "," $3,946,491.50 "," $54,449.20 "
Kendall Gill,Knee area,CHI,5," $54,425.10 ",1," $54,425.10 "," $1,487,619.40 "," $54,425.10 "
Jameer Nelson,Other facial areas,ORL,6," $489,417.10 ",3," $163,139.00 "," $4,331,738.30 "," $54,379.67 "
Monta Ellis,Shoulder area,GSW,11," $54,358.90 ",1," $54,358.90 "," $842,562.70 "," $54,358.90 "
Zeke Nnaji,Ankle area,DEN,7.67," $487,425.40 ",3," $162,475.10 "," $2,768,723.70 "," $54,158.37 "
Morris Peterson,Ankle area,TOR,3," $54,124.70 ",1," $54,124.70 "," $1,695,906.00 "," $54,124.70 "
Ruben Wolkowyski,Shoulder area,BOS,8," $54,111.60 ",1," $54,111.60 "," $995,653.00 "," $54,111.60 "
Kenny Thomas,Ankle area,HOU,2," $54,019.30 ",1," $54,019.30 "," $2,214,790.10 "," $54,019.30 "
Gustavo Ayon,Foot area,NOH & NOK & NOP,2," $53,985.90 ",1," $53,985.90 "," $1,781,533.40 "," $53,985.90 "
Al Horford,Rest,ATL,3," $484,945.90 ",3," $161,648.60 "," $7,778,304.80 "," $53,882.87 "
Primoz Brezec,Thoracolumbar area,CHA & CHH,3," $215,465.90 ",2," $107,733.00 "," $3,544,943.70 "," $53,866.50 "
Lorenzen Wright,Abdominal area,MEM & VAN,3," $53,802.00 ",1," $53,802.00 "," $4,411,765.00 "," $53,802.00 "
Justin Hamilton,Cranial area,MIN,7," $53,761.70 ",1," $53,761.70 "," $881,691.90 "," $53,761.70 "
Beno Udrih,Thigh area,SAC,2," $214,335.20 ",2," $107,167.60 "," $4,393,872.40 "," $53,583.80 "
Mario Chalmers,Ankle area,MEM & VAN,2," $53,581.70 ",1," $53,581.70 "," $2,196,851.40 "," $53,581.70 "
Mario Chalmers,Shoulder area,MEM & VAN,2," $53,581.70 ",1," $53,581.70 "," $2,196,851.40 "," $53,581.70 "
Juwan Morgan,Heel area,UTA,8," $53,499.70 ",1," $53,499.70 "," $888,095.00 "," $53,499.70 "
Nerlens Noel,Unclassified,PHI,2," $213,969.00 ",2," $106,984.50 "," $4,386,364.00 "," $53,492.25 "
Mickael Pietrus,Unclassified,GSW,7.25," $962,961.40 ",4," $240,740.40 "," $4,390,194.00 "," $60,185.10 "
Corie Blount,Knee area,PHI,4," $53,436.20 ",1," $53,436.20 "," $2,324,476.40 "," $53,436.20 "
Corie Blount,Thoracolumbar area,PHI,2," $53,436.20 ",1," $53,436.20 "," $2,324,476.40 "," $53,436.20 "
J.J. Barea,Elbow area,DAL,2," $53,218.20 ",1," $53,218.20 "," $4,363,889.10 "," $53,218.20 "
Matt Barnes,Knee area,LAL,5," $53,215.60 ",1," $53,215.60 "," $1,631,944.00 "," $53,215.60 "
Ryan Kelly,Neck,LAL,2," $53,158.20 ",1," $53,158.20 "," $2,179,487.00 "," $53,158.20 "
Patrick Patterson,Thigh area,HOU,2," $53,062.30 ",1," $53,062.30 "," $2,334,740.10 "," $53,062.30 "
Matt Barnes,Unclassified,PHI,9," $52,921.70 ",1," $52,921.70 "," $723,262.80 "," $52,921.70 "
Brendan Haywood,Ankle area,CHA & CHH,1," $52,818.80 ",1," $52,818.80 "," $4,331,140.00 "," $52,818.80 "
Reggie Evans,Thoracolumbar area,SAC,1," $52,792.70 ",1," $52,792.70 "," $2,164,502.00 "," $52,792.70 "
Robert Covington,"Hand, Thumb & Fingers area",PHI,5," $52,774.40 ",1," $52,774.40 "," $1,081,874.20 "," $52,774.40 "
Pat Garrity,Thigh area,ORL,2," $52,729.20 ",1," $52,729.20 "," $2,267,356.60 "," $52,729.20 "
Nerlens Noel,Thigh area,OKC & SEA,2," $52,624.30 ",1," $52,624.30 "," $2,289,157.00 "," $52,624.30 "
Jake Tsakalidis,Knee area,PHX,5," $52,565.20 ",1," $52,565.20 "," $1,436,782.00 "," $52,565.20 "
Greg Buckner,Knee area,DAL,19.4," $929,917.70 ",4," $232,479.40 "," $3,332,184.00 "," $58,119.85 "
Jerryd Bayless,Abdominal area,TOR,1," $52,389.20 ",1," $52,389.20 "," $3,457,686.50 "," $52,389.20 "
Isaiah Roby,Toes area,OKC & SEA,2," $52,287.60 ",1," $52,287.60 "," $1,882,353.00 "," $52,287.60 "
JaKarr Sampson,Unclassified,IND,1," $52,287.60 ",1," $52,287.60 "," $1,882,353.00 "," $52,287.60 "
Miles Plumlee,Knee area,PHX,5," $52,264.80 ",1," $52,264.80 "," $1,428,571.00 "," $52,264.80 "
Leandro Barbosa,Toes area,PHX,9," $52,220.80 ",1," $52,220.80 "," $713,684.20 "," $52,220.80 "
Glenn Robinson III,Ankle area,GSW,4," $52,197.80 ",1," $52,197.80 "," $1,130,952.00 "," $52,197.80 "
David Harrison,Ankle area,IND,2," $52,171.80 ",1," $52,171.80 "," $2,139,044.60 "," $52,171.80 "
Gary Payton,Abdominal area,MIA,5," $52,142.70 ",1," $52,142.70 "," $1,494,758.50 "," $52,142.70 "
Reggie Evans,"Hand, Thumb & Fingers area",SAC,-1," $52,115.90 ",1," $52,115.90 "," $2,136,752.00 "," $52,115.90 "
Kareem Rush,Ankle area,LAL,4," $52,017.70 ",1," $52,017.70 "," $1,803,279.00 "," $52,017.70 "
Zarko Cabarkapa,Ankle area,PHX,2," $51,979.20 ",1," $51,979.20 "," $2,131,148.00 "," $51,979.20 "
Otto Porter Jr.,Thoracolumbar area,GSW,2," $51,858.30 ",1," $51,858.30 "," $2,696,629.00 "," $51,858.30 "
Salim Stoudamire,Unclassified,ATL,21," $207,019.20 ",2," $103,509.60 "," $945,238.10 "," $51,754.80 "
Jason Thompson,Toes area,SAC,194," $51,683.20 ",1," $51,683.20 "," $3,411,092.70 "," $51,683.20 "
Wesley Johnson,Hip area,LAL,6," $51,680.00 ",1," $51,680.00 "," $1,059,440.20 "," $51,680.00 "
Marc Jackson,Abdominal area,GSW,8," $51,673.60 ",1," $51,673.60 "," $470,804.30 "," $51,673.60 "
Donnell Harvey,Ankle area,DEN,3," $51,604.80 ",1," $51,604.80 "," $1,410,530.20 "," $51,604.80 "
Max Strus,Shoulder area,MIA,4," $51,546.40 ",1," $51,546.40 "," $1,804,124.00 "," $51,546.40 "
Chris Duhon,Thigh area,CHI,2.5," $206,138.70 ",2," $103,069.40 "," $4,633,473.00 "," $51,534.70 "
Francisco Elson,Ankle area,UTA,2," $51,528.70 ",1," $51,528.70 "," $2,112,676.00 "," $51,528.70 "
Roy Hibbert,Other facial areas,IND,2," $51,528.70 ",1," $51,528.70 "," $2,112,676.00 "," $51,528.70 "
Torrey Craig,Shoulder area,DEN,2," $51,455.80 ",1," $51,455.80 "," $2,469,880.00 "," $51,455.80 "
Ryan Bowen,Other facial areas,HOU,4," $51,448.20 ",1," $51,448.20 "," $1,406,250.00 "," $51,448.20 "
Omari Spellman,Hip area,ATL,2," $51,425.20 ",1," $51,425.20 "," $2,108,434.00 "," $51,425.20 "
Oshae Brissett,Ankle area,IND,4," $51,383.90 ",1," $51,383.90 "," $1,404,494.00 "," $51,383.90 "
Oshae Brissett,Thoracolumbar area,IND,4," $51,383.90 ",1," $51,383.90 "," $1,404,494.00 "," $51,383.90 "
Aron Baynes,Foot area,SAS,2," $51,282.10 ",1," $51,282.10 "," $2,692,308.00 "," $51,282.10 "
Aron Baynes,Knee area,SAS,2," $51,282.10 ",1," $51,282.10 "," $2,692,308.00 "," $51,282.10 "
Aaron Gray,Unclassified,TOR,4," $204,435.20 ",2," $102,217.60 "," $2,910,072.10 "," $51,108.80 "
Hassan Adams,Unclassified,TOR,18," $51,041.30 ",1," $51,041.30 "," $418,539.00 "," $51,041.30 "
Omri Casspi,Unclassified,SAC,42.17," $907,741.50 ",4," $226,935.40 "," $2,661,614.20 "," $56,733.85 "
Shawne Williams,Ankle area,IND,196," $50,964.70 ",1," $50,964.70 "," $2,089,552.00 "," $50,964.70 "
Jeremy Evans,Ankle area,UTA,7.67," $458,566.70 ",3," $152,855.60 "," $2,370,777.00 "," $50,951.87 "
Devin Harris,Thoracolumbar area,DAL,3," $203,152.00 ",2," $101,576.00 "," $3,368,860.00 "," $50,788.00 "
David Lee,Knee area,SAS,1," $50,594.60 ",1," $50,594.60 "," $1,652,758.20 "," $50,594.60 "
Brendan Haywood,Knee area,WAS,2.75," $454,566.90 ",3," $151,522.30 "," $4,773,904.30 "," $50,507.43 "
Gerald Wallace,Thigh area,SAC,6," $50,486.90 ",1," $50,486.90 "," $1,186,441.00 "," $50,486.90 "
Yuta Watanabe,Thoracolumbar area,BKN & NJN,5," $50,347.60 ",1," $50,347.60 "," $1,082,474.00 "," $50,347.60 "
RJ Hunter,Shoulder area,BOS,4," $50,262.20 ",1," $50,262.20 "," $1,474,359.00 "," $50,262.20 "
Speedy Claxton,Shoulder area,PHI,166," $50,117.80 ",1," $50,117.80 "," $1,453,416.10 "," $50,117.80 "
Jrue Holiday,Rest,PHI,2," $50,106.90 ",1," $50,106.90 "," $1,979,224.00 "," $50,106.90 "
Lucas Nogueira,Ankle area,TOR,8," $200,201.50 ",2," $100,100.80 "," $2,046,504.70 "," $50,050.40 "
Kenny Thomas,Hip area,HOU,6," $50,041.00 ",1," $50,041.00 "," $1,367,788.50 "," $50,041.00 "
Lou Amundson,Cranial area,NYK,1," $50,031.30 ",1," $50,031.30 "," $2,051,282.00 "," $50,031.30 "
Seth Curry,Ankle area,SAC,6," $49,839.40 ",1," $49,839.40 "," $1,021,707.40 "," $49,839.40 "
Rudy Fernandez,Unclassified,POR,4," $49,829.90 ",1," $49,829.90 "," $1,461,678.30 "," $49,829.90 "
Damien Wilkins,Calf area,PHI,4," $49,829.10 ",1," $49,829.10 "," $1,361,994.10 "," $49,829.10 "
Samaki Walker,Thoracolumbar area,MIA,3," $49,758.10 ",1," $49,758.10 "," $2,363,507.40 "," $49,758.10 "
Malik Allen,Neck,CHI,2," $49,706.00 ",1," $49,706.00 "," $2,187,066.20 "," $49,706.00 "
Chris Chiozza,Thigh area,BKN & NJN,4," $49,535.60 ",1," $49,535.60 "," $1,882,353.00 "," $49,535.60 "
Raul Neto,Unclassified,UTA,6," $49,501.90 ",1," $49,501.90 "," $1,534,559.80 "," $49,501.90 "
Maurice Ndour,Unclassified,NYK,8," $49,416.70 ",1," $49,416.70 "," $578,881.20 "," $49,416.70 "
Caris LeVert,Rest,BKN & NJN,1," $49,398.00 ",1," $49,398.00 "," $2,025,316.00 "," $49,398.00 "
Malik Monk,Abdominal area,LAL,2," $49,328.60 ",1," $49,328.60 "," $2,022,472.00 "," $49,328.60 "
Mitchell Robinson,Thoracolumbar area,NYK,2," $49,328.60 ",1," $49,328.60 "," $2,022,472.00 "," $49,328.60 "
Reggie Evans,Shoulder area,BKN & NJN,2," $49,280.50 ",1," $49,280.50 "," $2,192,982.00 "," $49,280.50 "
Luke Babbitt,"Hand, Thumb & Fingers area",NOH & NOK & NOP,8," $49,276.30 ",1," $49,276.30 "," $1,059,440.20 "," $49,276.30 "
A.J. Guyton,Elbow area,CHI,11," $49,236.70 ",1," $49,236.70 "," $672,901.90 "," $49,236.70 "
Ante Zizic,Thoracolumbar area,CLE,2," $49,221.30 ",1," $49,221.30 "," $2,018,072.00 "," $49,221.30 "
Tim Pickett,Unclassified,NOH & NOK & NOP,-1," $49,166.40 ",1," $49,166.40 "," $53,048.00 "," $49,166.40 "
Damion James,Ankle area,BKN & NJN,1," $49,140.10 ",1," $49,140.10 "," $1,621,622.00 "," $49,140.10 "
Cory Joseph,Ankle area,SAS,2," $49,097.80 ",1," $49,097.80 "," $2,184,852.70 "," $49,097.80 "
Tarence Kinsey,Ankle area,CLE,20," $49,082.00 ",1," $49,082.00 "," $523,541.20 "," $49,082.00 "
Vladimir Radmanovic,Unclassified,CHI,5," $49,047.20 ",1," $49,047.20 "," $1,536,813.80 "," $49,047.20 "
Wesley Johnson,Unclassified,LAL,2.5," $49,039.00 ",1," $49,039.00 "," $1,005,299.20 "," $49,039.00 "
Josh Howard,Abdominal area,DAL,4," $48,991.90 ",1," $48,991.90 "," $1,420,765.00 "," $48,991.90 "
Lavor Postell,Ankle area,NYK,7," $48,975.00 ",1," $48,975.00 "," $803,190.00 "," $48,975.00 "
Kevin Seraphin,Calf area,WAS,4," $48,820.10 ",1," $48,820.10 "," $2,001,625.70 "," $48,820.10 "
Jeremy Lin,Knee area,NYK,2," $48,803.90 ",1," $48,803.90 "," $866,268.50 "," $48,803.90 "
Delon Wright,Thigh area,TOR,4," $48,732.50 ",1," $48,732.50 "," $2,582,820.50 "," $48,732.50 "
Andrew DeClercq,Ankle area,ORL,4," $48,708.60 ",1," $48,708.60 "," $4,188,935.40 "," $48,708.60 "
Ronnie Price,Unclassified,UTA,3," $48,652.10 ",1," $48,652.10 "," $1,410,909.60 "," $48,652.10 "
Damion Lee,Hip area,GSW,4," $48,617.10 ",1," $48,617.10 "," $1,685,393.00 "," $48,617.10 "
Slava Medvedenko,Foot area,LAL,1," $48,549.80 ",1," $48,549.80 "," $2,524,590.00 "," $48,549.80 "
Shawne Williams,Unclassified,DET,3," $48,514.40 ",1," $48,514.40 "," $1,326,060.40 "," $48,514.40 "
Joe Young,Unclassified,IND,5.33," $193,875.00 ",2," $96,937.50 "," $1,534,559.80 "," $48,468.75 "
Thabo Sefolosha,Knee area,OKC & SEA,4.33," $435,871.70 ",3," $145,290.60 "," $3,927,195.50 "," $48,430.20 "
Jordan Clarkson,Ankle area,LAL,122," $193,694.00 ",2," $96,847.00 "," $729,657.10 "," $48,423.50 "
Hedo Turkoglu,Wrist area,SAC,9," $193,270.70 ",2," $96,635.40 "," $1,803,145.10 "," $48,317.70 "
Solomon Hill,Unclassified,IND,5," $48,219.10 ",1," $48,219.10 "," $1,623,377.00 "," $48,219.10 "
Quincy Acy,Knee area,NYK,5," $48,211.70 ",1," $48,211.70 "," $988,340.70 "," $48,211.70 "
John Jenkins,Abdominal area,ATL,21," $48,094.60 ",1," $48,094.60 "," $1,058,081.20 "," $48,094.60 "
Malik Beasley,Elbow area,DEN,4," $47,801.90 ",1," $47,801.90 "," $1,959,877.00 "," $47,801.90 "
Sharife Cooper,Unclassified,ATL,15," $47,798.40 ",1," $47,798.40 "," $519,808.00 "," $47,798.40 "
Jalen McDaniels,Ankle area,CHA & CHH,2," $47,774.70 ",1," $47,774.70 "," $1,958,763.00 "," $47,774.70 "
Marquis Daniels,Foot area,MIL,4," $47,747.90 ",1," $47,747.90 "," $1,368,774.10 "," $47,747.90 "
Rodions Kurucs,Ankle area,BKN & NJN,2," $47,619.00 ",1," $47,619.00 "," $2,000,000.00 "," $47,619.00 "
Tierre Brown,Knee area,LAL,-1," $47,558.30 ",1," $47,558.30 "," $974,945.50 "," $47,558.30 "
Anthony Morrow,Unclassified,NOH & NOK & NOP,4," $47,513.50 ",1," $47,513.50 "," $1,298,701.00 "," $47,513.50 "
JaMychal Green,Shoulder area,MEM & VAN,6," $47,468.70 ",1," $47,468.70 "," $1,044,311.50 "," $47,468.70 "
Udonis Haslem,Shoulder area,MIA,3," $426,934.30 ",3," $142,311.40 "," $5,024,844.70 "," $47,437.13 "
Drew Eubanks,Ankle area,POR,-1," $47,355.60 ",1," $47,355.60 "," $1,941,581.00 "," $47,355.60 "
Drew Eubanks,Thoracolumbar area,POR,2," $47,355.60 ",1," $47,355.60 "," $1,941,581.00 "," $47,355.60 "
E'Twaun Moore,Thigh area,ORL,8," $47,336.40 ",1," $47,336.40 "," $970,396.30 "," $47,336.40 "
Travis Best,Ankle area,BKN & NJN,4," $47,232.70 ",1," $47,232.70 "," $1,354,004.50 "," $47,232.70 "
Billy Thomas,Heel area,BKN & NJN,10," $47,232.70 ",1," $47,232.70 "," $677,002.20 "," $47,232.70 "
Curtis Borchardt,Knee area,UTA,3," $47,206.90 ",1," $47,206.90 "," $1,935,484.00 "," $47,206.90 "
Anthony Peeler,Calf area,WAS,3," $47,095.80 ",1," $47,095.80 "," $2,166,407.10 "," $47,095.80 "
Anthony Peeler,Unclassified,WAS,5," $47,095.80 ",1," $47,095.80 "," $2,166,407.10 "," $47,095.80 "
MarShon Brooks,Ankle area,BKN & NJN,1," $47,092.50 ",1," $47,092.50 "," $1,554,054.00 "," $47,092.50 "
Nik Stauskas,Thoracolumbar area,CLE,2," $47,017.30 ",1," $47,017.30 "," $1,927,711.00 "," $47,017.30 "
Noah Vonleh,Hip area,NYK,1," $47,017.30 ",1," $47,017.30 "," $1,927,711.00 "," $47,017.30 "
Richaun Holmes,Cranial area,PHX,2," $47,017.30 ",1," $47,017.30 "," $1,927,711.00 "," $47,017.30 "
Caron Butler,Rest,SAC,-1," $46,904.30 ",1," $46,904.30 "," $3,846,154.00 "," $46,904.30 "
John Salmons,Hip area,PHI,4," $46,880.60 ",1," $46,880.60 "," $1,468,927.00 "," $46,880.60 "
Alize Johnson,Ankle area,BKN & NJN,6," $46,768.70 ",1," $46,768.70 "," $1,309,524.00 "," $46,768.70 "
Rudy Fernandez,Thoracolumbar area,POR,14.33," $420,544.00 ",3," $140,181.30 "," $1,520,090.10 "," $46,727.10 "
Kyle Weaver,Ankle area,OKC & SEA,7," $46,720.50 ",1," $46,720.50 "," $957,770.10 "," $46,720.50 "
Derrick White,Heel area,SAS,1," $46,703.70 ",1," $46,703.70 "," $2,078,313.00 "," $46,703.70 "
Keita Bates-Diop,Heel area,SAS,2," $46,588.10 ",1," $46,588.10 "," $1,910,112.00 "," $46,588.10 "
Keita Bates-Diop,Other facial areas,SAS,2," $46,588.10 ",1," $46,588.10 "," $1,910,112.00 "," $46,588.10 "
Keita Bates-Diop,Thigh area,SAS,3," $46,588.10 ",1," $46,588.10 "," $1,910,112.00 "," $46,588.10 "
Tracy McGrady,Unclassified,ATL,2," $186,280.50 ",2," $93,140.20 "," $1,536,813.80 "," $46,570.10 "
Andrew Nicholson,Ankle area,ORL,2," $46,534.00 ",1," $46,534.00 "," $1,907,895.00 "," $46,534.00 "
Emanual Davis,Unclassified,ATL,6," $46,506.80 ",1," $46,506.80 "," $1,271,186.00 "," $46,506.80 "
Javaris Crittenton,Thoracolumbar area,WAS,2," $46,375.80 ",1," $46,375.80 "," $1,901,408.00 "," $46,375.80 "
Javaris Crittenton,Unclassified,WAS,2," $46,375.80 ",1," $46,375.80 "," $1,901,408.00 "," $46,375.80 "
Marco Belinelli,Ankle area,CHI,1," $46,364.20 ",1," $46,364.20 "," $2,179,117.40 "," $46,364.20 "
Sean Marks,Ankle area,POR,3," $46,230.20 ",1," $46,230.20 "," $1,356,086.00 "," $46,230.20 "
Chandler Parsons,Knee area,HOU,5," $46,214.20 ",1," $46,214.20 "," $1,016,712.90 "," $46,214.20 "
Lamar Stevens,Knee area,CLE,4," $46,214.00 ",1," $46,214.00 "," $1,340,206.00 "," $46,214.00 "
Gary Neal,Unclassified,SAS,9," $46,182.60 ",1," $46,182.60 "," $951,361.30 "," $46,182.60 "
Damone Brown,Shoulder area,WAS,-1," $46,153.70 ",1," $46,153.70 "," $326,626.00 "," $46,153.70 "
Malcolm Brogdon,Calf area,MIL,3," $46,145.10 ",1," $46,145.10 "," $1,368,971.60 "," $46,145.10 "
Keith Bogans,Thoracolumbar area,BKN & NJN,3," $46,137.30 ",1," $46,137.30 "," $1,368,740.70 "," $46,137.30 "
Shawn Marion,Ankle area,CLE,3," $46,005.20 ",1," $46,005.20 "," $1,564,176.50 "," $46,005.20 "
Corie Blount,Unclassified,CHI,2," $183,723.10 ",2," $91,861.50 "," $2,510,882.30 "," $45,930.75 "
Terrence Jones,Shoulder area,HOU,2," $45,749.70 ",1," $45,749.70 "," $2,012,987.00 "," $45,749.70 "
Thomas Robinson,"Hand, Thumb & Fingers area",POR,99," $45,656.80 ",1," $45,656.80 "," $3,972,139.40 "," $45,656.80 "
Danny Granger,Wrist area,IND,2," $45,628.50 ",1," $45,628.50 "," $1,870,768.00 "," $45,628.50 "
Vladimir Radmanovic,Ankle area,OKC & SEA,7," $410,598.00 ",3," $136,866.00 "," $2,641,607.30 "," $45,622.00 "
Iman Shumpert,Unclassified,NYK,2," $45,601.30 ",1," $45,601.30 "," $1,869,654.40 "," $45,601.30 "
Primoz Brezec,Unclassified,IND,4," $45,580.70 ",1," $45,580.70 "," $1,321,839.00 "," $45,580.70 "
DeJuan Blair,Knee area,SAS,3," $45,577.80 ",1," $45,577.80 "," $1,173,627.90 "," $45,577.80 "
Leandro Barbosa,Heel area,GSW,4," $45,558.50 ",1," $45,558.50 "," $1,564,176.50 "," $45,558.50 "
Leandro Barbosa,Knee area,GSW,4," $45,558.50 ",1," $45,558.50 "," $1,564,176.50 "," $45,558.50 "
Donte Greene,Ankle area,SAC,4," $45,517.00 ",1," $45,517.00 "," $1,244,130.90 "," $45,517.00 "
Walter McCarty,Thoracolumbar area,PHX,2," $45,449.50 ",1," $45,449.50 "," $2,204,301.00 "," $45,449.50 "
Walter McCarty,Unclassified,LAC,3," $45,434.40 ",1," $45,434.40 "," $2,135,417.00 "," $45,434.40 "
Clifford Robinson,Unclassified,BKN & NJN,2.5," $181,556.10 ",2," $90,778.00 "," $2,942,995.60 "," $45,389.00 "
Brian Skinner,Abdominal area,PHI,2," $45,378.10 ",1," $45,378.10 "," $2,132,772.20 "," $45,378.10 "
Nemanja Bjelica,Thigh area,GSW,2," $45,376.00 ",1," $45,376.00 "," $2,359,551.00 "," $45,376.00 "
Nemanja Bjelica,Unclassified,GSW,4," $45,376.00 ",1," $45,376.00 "," $2,359,551.00 "," $45,376.00 "
Jabari Smith,Knee area,BKN & NJN,7," $45,346.30 ",1," $45,346.30 "," $974,945.50 "," $45,346.30 "
Ha Ha,Thoracolumbar area,POR,16.75," $407,887.80 ",3," $135,962.60 "," $918,421.00 "," $45,320.87 "
Wes Iwundu,Neck,ORL,2," $45,278.80 ",1," $45,278.80 "," $1,765,873.00 "," $45,278.80 "
Xavier Henry,Wrist area,MEM & VAN,6," $45,182.00 ",1," $45,182.00 "," $1,005,299.20 "," $45,182.00 "
Clint Capela,Unclassified,HOU,2.75," $879,552.50 ",4," $219,888.10 "," $6,695,622.30 "," $54,972.03 "
Salim Stoudamire,Wrist area,ATL,6," $45,109.80 ",1," $45,109.80 "," $924,751.40 "," $45,109.80 "
Jason Collier,Unclassified,HOU,2," $45,096.80 ",1," $45,096.80 "," $1,848,967.20 "," $45,096.80 "
Karim Mane,Thigh area,ORL,13," $45,040.10 ",1," $45,040.10 "," $405,361.00 "," $45,040.10 "
Rashad McCants,Ankle area,MIN,2," $180,149.30 ",2," $90,074.60 "," $2,126,253.40 "," $45,037.30 "
Marco Belinelli,Knee area,TOR,3," $44,983.30 ",1," $44,983.30 "," $1,844,316.80 "," $44,983.30 "
Joffrey Lauvergne,Unclassified,DEN,2," $44,977.10 ",1," $44,977.10 "," $1,844,059.80 "," $44,977.10 "
Jim Jackson,Unclassified,HOU,2.5," $179,899.00 ",2," $89,949.50 "," $3,956,901.00 "," $44,974.75 "
Mardy Collins,Foot area,LAC,4," $44,960.40 ",1," $44,960.40 "," $1,228,916.50 "," $44,960.40 "
Gary Trent,Knee area,DAL,6," $44,957.30 ",1," $44,957.30 "," $1,034,017.00 "," $44,957.30 "
Shake Milton,Unclassified,PHI,6," $179,749.10 ",2," $89,874.60 "," $1,448,556.70 "," $44,937.30 "
Shake Milton,Ankle area,PHI,9.5," $179,749.10 ",2," $89,874.60 "," $1,437,541.00 "," $44,937.30 "
Raja Bell,Neck,PHI,10," $44,898.60 ",1," $44,898.60 "," $781,236.50 "," $44,898.60 "
Reggie Bullock,Foot area,DET,69," $403,766.30 ",3," $134,588.80 "," $2,255,169.70 "," $44,862.93 "
Jonah Bolden,Knee area,PHI,3," $44,860.30 ",1," $44,860.30 "," $2,108,434.00 "," $44,860.30 "
Jonah Bolden,Unclassified,PHI,1," $44,860.30 ",1," $44,860.30 "," $2,108,434.00 "," $44,860.30 "
DeAndre' Bembry,"Hand, Thumb & Fingers area",MIL,9," $44,824.30 ",1," $44,824.30 "," $2,106,742.00 "," $44,824.30 "
Devonte' Graham,Knee area,CHA & CHH,1," $44,662.30 ",1," $44,662.30 "," $1,607,843.00 "," $44,662.30 "
Jordan McLaughlin,Unclassified,MIN,5," $178,280.90 ",2," $89,140.50 "," $2,434,457.00 "," $44,570.25 "
Ime Udoka,Ankle area,SAS,3," $44,563.30 ",1," $44,563.30 "," $1,470,588.00 "," $44,563.30 "
